plate_no	week_number	generation	read_number	date	cocktail_no	verified_crystal	image_url	solution_components	class_10way	skin	phase_precip	precip_crystal	clear	phase_crystal	precip	phase	precip_skin	crystal	garbage
X000009786	2	8	X0000097861349200803211246	2008-03-21 12:46:00	C0086		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861349200803211246.jpg	Magnesium sulfate heptahydrate;Tris	phase	0.0666	0.0148	0.075	0.1914	0.0532	0.1012	0.2284	0.0744	0.1808	0.0142
X000009786	2	8	X0000097861353200803211246	2008-03-21 12:46:00	C0087		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861353200803211246.jpg	Manganese chloride tetrahydrate;Sodium citrate tribasic dihydrate	precip	0.0196	0.0264	0.1926	0.0804	0.0244	0.2478	0.0862	0.185	0.1256	0.012
X000009786	2	8	X0000097861357200803211246	2008-03-21 12:46:00	C0088		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861357200803211246.jpg	Manganese chloride tetrahydrate;Tris	precip	0.0324	0.0574	0.156	0.048	0.0498	0.2084	0.1436	0.1812	0.114	0.0092
X000009786	2	8	X0000097861361200803211246	2008-03-21 12:46:00	C0089		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861361200803211246.jpg	Manganese chloride tetrahydrate;Sodium acetate trihydrate	precip	0.0306	0.0548	0.1626	0.0494	0.0558	0.1976	0.1324	0.1842	0.123	0.0096
X000009786	2	8	X0000097861365200803211246	2008-03-21 12:46:00	C0090		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861365200803211246.jpg	Manganese chloride tetrahydrate;Sodium acetate trihydrate	phase	0.0704	0.0172	0.081	0.191	0.0616	0.1126	0.2494	0.0648	0.1416	0.0104
X000009786	2	8	X0000097861369200803211246	2008-03-21 12:46:00	C0091		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861369200803211246.jpg	Manganese chloride tetrahydrate;Sodium citrate tribasic dihydrate	crystal	0.0826	0.0212	0.1124	0.1118	0.0478	0.1456	0.1552	0.1456	0.1648	0.013
X000009786	2	8	X0000097861373200803211246	2008-03-21 12:46:00	C0092		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861373200803211246.jpg	Manganese chloride tetrahydrate;Sodium citrate tribasic dihydrate	precip	0.0324	0.025	0.185	0.0504	0.0298	0.248	0.089	0.219	0.113	0.0084
X000009786	2	8	X0000097861377200803211246	2008-03-21 12:46:00	C0093		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861377200803211246.jpg	Manganese chloride tetrahydrate;Sodium acetate trihydrate	precip	0.0348	0.0418	0.1358	0.0694	0.0818	0.1882	0.1802	0.1462	0.1166	0.0052
X000009786	2	8	X0000097861381200803211245	2008-03-21 12:45:00	C0094		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861381200803211245.jpg	Potassium acetate;Tris	precip	0.0286	0.0398	0.1828	0.042	0.0378	0.2248	0.095	0.216	0.1272	0.006
X000009786	2	8	X0000097861385200803211245	2008-03-21 12:45:00	C0095		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861385200803211245.jpg	Potassium acetate;TAPS	precip	0.03	0.0332	0.1752	0.0492	0.0356	0.239	0.095	0.2234	0.1118	0.0076
X000009786	2	8	X0000097861389200803211245	2008-03-21 12:45:00	C0096		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861389200803211245.jpg	Potassium acetate;Sodium citrate tribasic dihydrate	precip	0.0204	0.0306	0.2018	0.0712	0.023	0.2578	0.0852	0.1836	0.1108	0.0156
X000009786	2	8	X0000097860097200803211302	2008-03-21 13:02:00	C0097	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860097200803211302.jpg	Potassium acetate;Sodium acetate trihydrate	crystal	0.1154	0.0144	0.1208	0.118	0.0804	0.085	0.1352	0.081	0.2326	0.0172
X000009786	2	8	X0000097860101200803211302	2008-03-21 13:02:00	C0098	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860101200803211302.jpg	Potassium acetate;HEPES	crystal	0.088	0.0186	0.114	0.1394	0.0708	0.1084	0.1592	0.0902	0.1982	0.0132
X000009786	2	8	X0000097860105200803211302	2008-03-21 13:02:00	C0099		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860105200803211302.jpg	Potassium acetate;MES monohydrate	phase	0.051	0.017	0.0742	0.219	0.0538	0.0992	0.232	0.0624	0.1764	0.015
X000009786	2	8	X0000097860109200803211302	2008-03-21 13:02:00	C0100		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860109200803211302.jpg	Potassium acetate;Bis-Tris Propane	clear	0.0444	0.0144	0.0742	0.2296	0.0472	0.1018	0.226	0.063	0.185	0.0144
X000009786	2	8	X0000097860113200803211302	2008-03-21 13:02:00	C0101		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860113200803211302.jpg	Potassium acetate;CAPS	clear	0.0362	0.0174	0.0712	0.2342	0.0474	0.1142	0.2244	0.0554	0.1822	0.0174
X000009786	2	8	X0000097860117200803211302	2008-03-21 13:02:00	C0102		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860117200803211302.jpg	Potassium bromide;Sodium acetate trihydrate	precip	0.0158	0.036	0.2304	0.038	0.0234	0.2798	0.0824	0.2174	0.0694	0.0074
X000009786	2	8	X0000097860121200803211302	2008-03-21 13:02:00	C0103		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860121200803211302.jpg	Potassium bromide;Tris	clear	0.0382	0.0164	0.0726	0.2332	0.0462	0.1112	0.2282	0.0586	0.179	0.0164
X000009786	2	8	X0000097860125200803211302	2008-03-21 13:02:00	C0104		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860125200803211302.jpg	Potassium bromide;MES monohydrate	crystal	0.057	0.0126	0.0778	0.1688	0.0354	0.1718	0.118	0.098	0.2122	0.0484
X000009786	2	8	X0000097860129200803211302	2008-03-21 13:02:00	C0105		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860129200803211302.jpg	Potassium bromide;Bis-Tris Propane	clear	0.0362	0.017	0.0786	0.2284	0.0476	0.1158	0.2182	0.0564	0.1868	0.015
X000009786	2	8	X0000097860133200803211302	2008-03-21 13:02:00	C0106		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860133200803211302.jpg	Potassium bromide;CAPS	crystal	0.0328	0.0202	0.0898	0.1908	0.0464	0.1438	0.1956	0.0668	0.2038	0.01
X000009786	2	8	X0000097860137200803211302	2008-03-21 13:02:00	C0107	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860137200803211302.jpg	Potassium bromide;Sodium citrate tribasic dihydrate	crystal	0.0544	0.0226	0.1596	0.0488	0.0904	0.1162	0.1476	0.1234	0.2286	0.0084
X000009786	2	8	X0000097860141200803211302	2008-03-21 13:02:00	C0108		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860141200803211302.jpg	Potassium bromide;HEPES	phase	0.0396	0.0184	0.0834	0.2102	0.0514	0.1098	0.2224	0.0596	0.192	0.0132
X000009786	2	8	X0000097860289200803211300	2008-03-21 13:00:00	C0109		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860289200803211300.jpg	Potassium bromide;TAPS	clear	0.035	0.018	0.072	0.2382	0.044	0.1174	0.2112	0.0556	0.1936	0.015
X000009786	2	8	X0000097860293200803211300	2008-03-21 13:00:00	C0110		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860293200803211300.jpg	Potassium carbonate;Sodium citrate tribasic dihydrate	phase	0.0498	0.014	0.0752	0.2088	0.0526	0.0928	0.2354	0.0578	0.197	0.0166
X000009786	2	8	X0000097860297200803211300	2008-03-21 13:00:00	C0111		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860297200803211300.jpg	Potassium carbonate;Bis-Tris Propane	clear	0.0372	0.0174	0.0736	0.2332	0.0412	0.1168	0.224	0.0604	0.1818	0.0144
X000009786	2	8	X0000097860301200803211259	2008-03-21 12:59:00	C0112		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860301200803211259.jpg	Potassium carbonate;Tris	clear	0.0374	0.0168	0.074	0.2282	0.0472	0.1106	0.2192	0.0538	0.1966	0.0162
X000009786	2	8	X0000097860305200803211259	2008-03-21 12:59:00	C0113		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860305200803211259.jpg	Potassium carbonate;Sodium acetate trihydrate	crystal	0.0982	0.0096	0.0926	0.1726	0.062	0.0732	0.1332	0.0654	0.2438	0.0494
X000009786	2	8	X0000097860309200803211259	2008-03-21 12:59:00	C0114		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860309200803211259.jpg	Potassium carbonate;HEPES	clear	0.04	0.0204	0.084	0.2104	0.0438	0.1288	0.207	0.0616	0.19	0.014
X000009786	2	8	X0000097860313200803211259	2008-03-21 12:59:00	C0115		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860313200803211259.jpg	Potassium carbonate;TAPS	crystal	0.0364	0.017	0.0888	0.1892	0.0588	0.1278	0.191	0.068	0.2116	0.0114
X000009786	2	8	X0000097860317200803211259	2008-03-21 12:59:00	C0116		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860317200803211259.jpg	Potassium carbonate;MES monohydrate	crystal	0.0286	0.0248	0.1136	0.158	0.0416	0.179	0.1626	0.09	0.1842	0.0176
X000009786	2	8	X0000097860321200803211259	2008-03-21 12:59:00	C0117		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860321200803211259.jpg	Potassium carbonate;CAPS	crystal	0.0454	0.012	0.0824	0.176	0.0672	0.111	0.1666	0.0632	0.2622	0.014
X000009786	2	8	X0000097860325200803211259	2008-03-21 12:59:00	C0118		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860325200803211259.jpg	Potassium chloride;Sodium citrate tribasic dihydrate	precip	0.0132	0.041	0.2362	0.0572	0.022	0.2648	0.0822	0.1876	0.0874	0.0084
X000009786	2	8	X0000097860329200803211259	2008-03-21 12:59:00	C0119		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860329200803211259.jpg	Potassium chloride;Bis-Tris Propane	clear	0.047	0.0118	0.0808	0.2218	0.0606	0.0966	0.193	0.059	0.2184	0.011
X000009786	2	8	X0000097860333200803211259	2008-03-21 12:59:00	C0120		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860333200803211259.jpg	Potassium chloride;HEPES	clear	0.0492	0.0114	0.077	0.228	0.0572	0.0914	0.1974	0.0532	0.2224	0.0128
X000009786	2	8	X0000097860481200803211257	2008-03-21 12:57:00	C0121		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860481200803211257.jpg	Potassium chloride;MES monohydrate	phase	0.0528	0.0142	0.0782	0.2092	0.0568	0.103	0.2122	0.0652	0.196	0.0124
X000009786	2	8	X0000097860485200803211257	2008-03-21 12:57:00	C0122		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860485200803211257.jpg	Potassium chloride;Tris	phase	0.0544	0.015	0.0768	0.1994	0.0506	0.1068	0.2176	0.0696	0.1938	0.016
X000009786	2	8	X0000097860489200803211257	2008-03-21 12:57:00	C0123		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860489200803211257.jpg	Potassium chloride;TAPS	phase	0.0428	0.0162	0.0758	0.2272	0.051	0.103	0.2294	0.0578	0.1846	0.0122
X000009786	2	8	X0000097860493200803211257	2008-03-21 12:57:00	C0124		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860493200803211257.jpg	Potassium chloride;Sodium acetate trihydrate	precip	0.0542	0.0358	0.1334	0.0754	0.0534	0.1916	0.1514	0.1506	0.144	0.0102
X000009786	2	8	X0000097860497200803211257	2008-03-21 12:57:00	C0125		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860497200803211257.jpg	Potassium chloride;CAPS	clear	0.0392	0.0156	0.0752	0.2214	0.0622	0.1094	0.21	0.057	0.1968	0.0132
X000009786	2	8	X0000097860501200803211257	2008-03-21 12:57:00	C0126		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860501200803211257.jpg	Potassium nitrate;Sodium acetate trihydrate	phase	0.0566	0.0168	0.0776	0.2088	0.0526	0.1088	0.2222	0.066	0.1726	0.018
X000009786	2	8	X0000097860505200803211257	2008-03-21 12:57:00	C0127		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860505200803211257.jpg	Potassium nitrate;TAPS	clear	0.0372	0.0164	0.0946	0.2076	0.0514	0.1122	0.2054	0.0636	0.1974	0.0142
X000009786	2	8	X0000097860509200803211257	2008-03-21 12:57:00	C0128		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860509200803211257.jpg	Potassium nitrate;Tris	clear	0.0512	0.0156	0.078	0.2098	0.0612	0.0992	0.1998	0.0618	0.207	0.0164
X000009786	2	8	X0000097860513200803211257	2008-03-21 12:57:00	C0129		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860513200803211257.jpg	Potassium nitrate;Sodium acetate trihydrate	clear	0.0472	0.0142	0.0772	0.2218	0.053	0.1046	0.2198	0.0636	0.186	0.0126
X000009786	2	8	X0000097860517200803211257	2008-03-21 12:57:00	C0130	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860517200803211257.jpg	Potassium nitrate;Sodium citrate tribasic dihydrate	crystal	0.0416	0.035	0.1692	0.034	0.0848	0.1496	0.1414	0.155	0.18	0.0094
X000009786	2	8	X0000097860521200803211257	2008-03-21 12:57:00	C0131		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860521200803211257.jpg	Potassium nitrate;HEPES	crystal	0.0502	0.01	0.0736	0.223	0.0598	0.0938	0.1972	0.0562	0.2242	0.012
X000009786	2	8	X0000097860525200803211257	2008-03-21 12:57:00	C0132		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860525200803211257.jpg	Potassium nitrate;CAPS	crystal	0.0436	0.017	0.0912	0.1946	0.0646	0.1088	0.1838	0.0598	0.2244	0.0122
X000009786	2	8	X0000097860673200803211255	2008-03-21 12:55:00	C0133	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860673200803211255.jpg	Potassium phosphate monobasic;Tris	crystal	0.0752	0.0098	0.069	0.2226	0.0472	0.0872	0.178	0.064	0.2276	0.0194
X000009786	2	8	X0000097860677200803211255	2008-03-21 12:55:00	C0134		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860677200803211255.jpg	Potassium phosphate monobasic;Bis-Tris Propane	phase	0.052	0.0152	0.067	0.2282	0.0488	0.0972	0.243	0.0576	0.1764	0.0146
X000009786	2	8	X0000097860681200803211255	2008-03-21 12:55:00	C0135		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860681200803211255.jpg	Potassium phosphate monobasic;HEPES	clear	0.0616	0.0094	0.0596	0.2582	0.039	0.085	0.1828	0.0492	0.2324	0.0228
X000009786	2	8	X0000097860685200803211255	2008-03-21 12:55:00	C0136		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860685200803211255.jpg	Potassium phosphate monobasic;CAPS	clear	0.0608	0.01	0.0576	0.243	0.0302	0.1012	0.1622	0.065	0.2044	0.0656
X000009786	2	8	X0000097860689200803211254	2008-03-21 12:54:00	C0137		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860689200803211254.jpg	Potassium phosphate monobasic;Sodium citrate tribasic dihydrate	precip	0.0732	0.0328	0.1216	0.0896	0.0588	0.1784	0.1678	0.1384	0.128	0.0114
X000009786	2	8	X0000097860693200803211254	2008-03-21 12:54:00	C0138		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860693200803211254.jpg	Potassium phosphate monobasic;MES monohydrate	clear	0.0478	0.0154	0.0664	0.2358	0.0482	0.1048	0.2246	0.0566	0.1842	0.0162
X000009786	2	8	X0000097860697200803211254	2008-03-21 12:54:00	C0139		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860697200803211254.jpg	Potassium phosphate monobasic;TAPS	phase	0.0466	0.0148	0.0746	0.2218	0.0476	0.1074	0.2346	0.0646	0.1728	0.0152
X000009786	2	8	X0000097860701200803211254	2008-03-21 12:54:00	C0140		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860701200803211254.jpg	Potassium thiocyanate;Sodium citrate tribasic dihydrate	precip	0.0228	0.0368	0.1708	0.073	0.034	0.2502	0.1068	0.159	0.136	0.0106
X000009786	2	8	X0000097860705200803211254	2008-03-21 12:54:00	C0141		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860705200803211254.jpg	Potassium thiocyanate;MES monohydrate	precip	0.0388	0.0448	0.1686	0.064	0.0444	0.21	0.1206	0.16	0.1386	0.0102
X000009786	2	8	X0000097860709200803211254	2008-03-21 12:54:00	C0142		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860709200803211254.jpg	Potassium thiocyanate;Sodium acetate trihydrate	precip	0.0486	0.033	0.1382	0.0748	0.062	0.1676	0.1598	0.1392	0.1676	0.0092
X000009786	2	8	X0000097860713200803211254	2008-03-21 12:54:00	C0143		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860713200803211254.jpg	Potassium thiocyanate;Tris	crystal	0.0286	0.0324	0.1146	0.1264	0.0498	0.1726	0.1776	0.0962	0.193	0.0088
X000009786	2	8	X0000097860717200803211254	2008-03-21 12:54:00	C0144		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860717200803211254.jpg	Potassium thiocyanate;CAPS	precip	0.0296	0.031	0.1226	0.1254	0.0342	0.2184	0.142	0.1128	0.1618	0.0222
X000009786	2	8	X0000097860865200803211252	2008-03-21 12:52:00	C0145		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860865200803211252.jpg	Potassium thiocyanate;Bis-Tris Propane	clear	0.0376	0.0168	0.0726	0.236	0.0434	0.118	0.2202	0.057	0.1846	0.0138
X000009786	2	8	X0000097860869200803211252	2008-03-21 12:52:00	C0146		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860869200803211252.jpg	Potassium thiocyanate;HEPES	clear	0.0486	0.0138	0.0656	0.2338	0.0484	0.1046	0.2116	0.0574	0.2004	0.0158
X000009786	2	8	X0000097860873200803211252	2008-03-21 12:52:00	C0147		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860873200803211252.jpg	Potassium thiocyanate;TAPS	clear	0.04	0.0168	0.0714	0.234	0.0434	0.1164	0.218	0.0578	0.1866	0.0156
X000009786	2	8	X0000097860877200803211252	2008-03-21 12:52:00	C0148		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860877200803211252.jpg	Rubidium chloride;Sodium acetate trihydrate	precip	0.015	0.034	0.2154	0.0578	0.0246	0.2558	0.081	0.203	0.0998	0.0136
X000009786	2	8	X0000097860881200803211252	2008-03-21 12:52:00	C0149		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860881200803211252.jpg	Rubidium chloride;Sodium citrate tribasic dihydrate	precip	0.0162	0.0328	0.2034	0.0564	0.0234	0.2696	0.074	0.212	0.0984	0.0138
X000009786	2	8	X0000097860885200803211252	2008-03-21 12:52:00	C0150		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860885200803211252.jpg	Rubidium chloride;MES monohydrate	clear	0.0402	0.0174	0.0756	0.2296	0.0468	0.1112	0.2276	0.06	0.1768	0.0148
X000009786	2	8	X0000097860889200803211252	2008-03-21 12:52:00	C0151		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860889200803211252.jpg	Sodium bromide;Sodium citrate tribasic dihydrate	precip	0.0284	0.0314	0.2236	0.0554	0.0238	0.2582	0.0848	0.191	0.0956	0.0078
X000009786	2	8	X0000097860893200803211252	2008-03-21 12:52:00	C0152		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860893200803211252.jpg	Sodium bromide;Sodium acetate trihydrate	precip	0.033	0.0386	0.1336	0.069	0.0668	0.2148	0.1806	0.14	0.1152	0.0084
X000009786	2	8	X0000097860897200803211252	2008-03-21 12:52:00	C0153		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860897200803211252.jpg	Sodium bromide;MES monohydrate	clear	0.0386	0.0156	0.0752	0.2402	0.041	0.117	0.2194	0.057	0.1808	0.0152
X000009786	2	8	X0000097860901200803211252	2008-03-21 12:52:00	C0154		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860901200803211252.jpg	Sodium bromide;Bis-Tris Propane	clear	0.042	0.0154	0.0716	0.2252	0.0546	0.1092	0.224	0.0572	0.1854	0.0154
X000009786	2	8	X0000097860905200803211252	2008-03-21 12:52:00	C0155		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860905200803211252.jpg	Sodium bromide;HEPES	clear	0.0464	0.0166	0.0726	0.2312	0.0468	0.1074	0.2188	0.0564	0.1878	0.016
